source,author,title,description,url,urlToImage,publishedAt,content
"{'id': 1605, 'name': 'Twitter'}",sama,我对谷歌训练聊天GPT输出并不是特别恼怒,我对谷歌训练聊天GPT输出并不是特别恼怒，但是旋转这种行为很烦人。,https://twitter.com/sama/status/1641826708109283331,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-31T15:36:05Z,我对谷歌训练聊天GPT输出并不是特别恼怒，但是旋转这种行为很烦人。
"{'id': 1605, 'name': 'Twitter'}",sama,也，我对GPT-4相对于以前的模型的对齐,也，我对GPT-4相对于以前的模型的对齐程度感到相当自豪。我们仍然有很长的路要走...,https://twitter.com/sama/status/1641820534748094465,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-31T15:11:33Z,也，我对GPT-4相对于以前的模型的对齐程度感到相当自豪。我们仍然有很长的路要走，我们真的需要更强大的对齐技术来支持更强大的模型。
"{'id': 1605, 'name': 'Twitter'}",sama,我真正同意讨论中出现的一件事：OpenA,我真正同意讨论中出现的一件事：OpenAI应该制作一个出色的对齐数据集和对齐评估...,https://twitter.com/sama/status/1641818954019766278,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-31T15:05:16Z,我真正同意讨论中出现的一件事：OpenAI应该制作一个出色的对齐数据集和对齐评估，并发布它们！如果我们能找到一个“我们对齐到什么”的原型民主过程，那就更好了。
"{'id': 1605, 'name': 'Twitter'}",sama,非常平静在飓风眼中☺️,非常平静在飓风眼中☺️,https://twitter.com/sama/status/1641322484153851904,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-30T06:12:29Z,非常平静在飓风眼中☺️
"{'id': 1605, 'name': 'Twitter'}",sama,1) 让超级智能实现和谐发展所需的技术能,"1) 让超级智能实现和谐发展所需的技术能力
2) 在大多数领先的AGI领域有足够...",https://twitter.com/sama/status/1641229941131051008,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-30T00:04:45Z,"1) 让超级智能实现和谐发展所需的技术能力
2) 在大多数领先的AGI领域有足够的协调
3) 包括民主治理在内的有效的全球监管框架"
"{'id': 1605, 'name': 'Twitter'}",sama,我们本以为想要飞行汽车而不是140/28,我们本以为想要飞行汽车而不是140/280个字符，但实际上我们想要32000个令...,https://twitter.com/sama/status/1639765085848752128,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-25T23:03:56Z,我们本以为想要飞行汽车而不是140/280个字符，但实际上我们想要32000个令牌。
"{'id': 1605, 'name': 'Twitter'}",sama,恭祝GPT-4节日快乐，10天生日快乐！,恭祝GPT-4节日快乐，10天生日快乐！,https://twitter.com/sama/status/1639271079247069184,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-24T14:20:56Z,恭祝GPT-4节日快乐，10天生日快乐！
"{'id': 1605, 'name': 'Twitter'}",sama,有时候，你知道回忆起来会比现实中要有趣得,有时候，你知道回忆起来会比现实中要有趣得多。不知怎么的，这种知识有助于把疲惫放在...,https://twitter.com/sama/status/1639030920798953472,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-23T22:26:37Z,有时候，你知道回忆起来会比现实中要有趣得多。不知怎么的，这种知识有助于把疲惫放在一个更宽阔的视角中。
"{'id': 1605, 'name': 'Twitter'}",sama,梯度下降可以做到。,梯度下降可以做到。,https://twitter.com/sama/status/1638983750934724608,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-23T19:19:11Z,梯度下降可以做到。
"{'id': 1605, 'name': 'Twitter'}",sama,我们正在开始推出ChatGPT插件。您可,我们正在开始推出ChatGPT插件。您可以安装插件来帮助完成各种各样的任务。我们...,https://twitter.com/sama/status/1638951865319821312,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-23T17:12:29Z,我们正在开始推出ChatGPT插件。您可以安装插件来帮助完成各种各样的任务。我们期待着看到开发者们创造出什么！https://t.co/NQ684Yp2LK https://t.co/m7b6vJrj5D
"{'id': 1605, 'name': 'Twitter'}",sama,好的，我承认读完这篇文章的第一部分感觉很,好的，我承认读完这篇文章的第一部分感觉很酷：https://t.co/FdgCq...,https://twitter.com/sama/status/1638938023449747457,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-23T16:17:29Z,好的，我承认读完这篇文章的第一部分感觉很酷：https://t.co/FdgCqSyKZF
"{'id': 1605, 'name': 'Twitter'}",sama,我们在ChatGPT中遇到了一个重大问题,我们在ChatGPT中遇到了一个重大问题，原因是一个开源库中的bug，现在已经发...,https://twitter.com/sama/status/1638635717462200320,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-22T20:16:14Z,我们在ChatGPT中遇到了一个重大问题，原因是一个开源库中的bug，现在已经发布了修复程序，我们刚刚完成了验证。少数用户能够看到其他用户对话历史的标题。我们对此感到非常难过。
"{'id': 1605, 'name': 'Twitter'}",sama,我们没有意识到代码达芬奇002对研究者的,我们没有意识到代码达芬奇002对研究者的重要性，因此我们将其纳入我们的研究者访问...,https://twitter.com/sama/status/1638576434485825536,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-22T16:20:39Z,我们没有意识到代码达芬奇002对研究者的重要性，因此我们将其纳入我们的研究者访问计划：https://t.co/ZZvj2gPFJx。我们还为研究者提供基础GPT-4模型的访问权限！
"{'id': 1605, 'name': 'Twitter'}",sama,我们不提供任何解释，除了神的恩典，为什么,我们不提供任何解释，除了神的恩典，为什么它会起作用。,https://twitter.com/sama/status/1638020389011066881,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-21T03:31:08Z,我们不提供任何解释，除了神的恩典，为什么它会起作用。
"{'id': 1605, 'name': 'Twitter'}",sama,不要太晚做这件事！,不要太晚做这件事！,https://twitter.com/sama/status/1637498117770846208,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-19T16:55:49Z,不要太晚做这件事！
"{'id': 1605, 'name': 'Twitter'}",sama,我们爱印度 🇮🇳,我们爱印度 🇮🇳,https://twitter.com/sama/status/1636580183204585472,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-17T04:08:16Z,我们爱印度 🇮🇳
"{'id': 1605, 'name': 'Twitter'}",sama,GPT-4是我们公司全体人员的团队努力的,GPT-4是我们公司全体人员的团队努力的结果，但Jakub Pachocki为预...,https://twitter.com/sama/status/1635700851619819520,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-14T17:54:07Z,GPT-4是我们公司全体人员的团队努力的结果，但Jakub Pachocki为预训练工作所提供的总体领导和技术愿景令人瞩目，没有它我们将无法达到今天的成就。
"{'id': 1605, 'name': 'Twitter'}",sama,这是GPT-4，我们迄今为止最能干、最符,这是GPT-4，我们迄今为止最能干、最符合要求的模型。它现在可以通过我们的API...,https://twitter.com/sama/status/1635687853324902401,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-14T17:02:28Z,这是GPT-4，我们迄今为止最能干、最符合要求的模型。它现在可以通过我们的API（有排队等候）和ChatGPT+使用。https://t.co/2ZFC36xqAJ 它仍然存在缺陷，仍然有限，而且第一次使用时似乎比长时间使用后更令人印象深刻。
"{'id': 1605, 'name': 'Twitter'}",sama,兴奋为今天https://t.co/wK,兴奋为今天https://t.co/wKMRZID2Qg,https://twitter.com/sama/status/1635684890812485633,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-14T16:50:42Z,兴奋为今天https://t.co/wKMRZID2Qg
"{'id': 1605, 'name': 'Twitter'}",sama,现在第一项事务已经完成：我们需要对银行加,现在第一项事务已经完成：我们需要对银行加强监管，而这家银行管理不善。,https://twitter.com/sama/status/1635104678093676545,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-13T02:25:08Z,现在第一项事务已经完成：我们需要对银行加强监管，而这家银行管理不善。
"{'id': 1605, 'name': 'Twitter'}",sama,"唉，好吧，这是我的SVB贴文：
TL;D","唉，好吧，这是我的SVB贴文：
TL;DR：为确保避免灾难，美国储蓄担保局需要暂...",https://twitter.com/sama/status/1634958179657449475,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-12T16:43:00Z,"唉，好吧，这是我的SVB贴文：
TL;DR：为确保避免灾难，美国储蓄担保局需要暂时保障所有存款。其他解决方案可能有用，但这是最好的一个。"
"{'id': 1605, 'name': 'Twitter'}",sama,投资者问“我怎么才能有所帮助”：今天是个,投资者问“我怎么才能有所帮助”：今天是个向你的创业公司提供紧急现金的好日子，以支...,https://twitter.com/sama/status/1634249962874888192,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-10T17:48:48Z,投资者问“我怎么才能有所帮助”：今天是个向你的创业公司提供紧急现金的好日子，以支付薪水或其他用途。无需文件，无条件，只需发送资金即可。我很难想象存款人实际上会损失资金，但中间过程如此紧张。
"{'id': 1605, 'name': 'Twitter'}",sama,在保持遗留录取政策的同时取消标准化测试，,在保持遗留录取政策的同时取消标准化测试，并声称这是为了推进机会平等，这并不是一个...,https://twitter.com/sama/status/1634213909304430595,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-10T15:25:32Z,在保持遗留录取政策的同时取消标准化测试，并声称这是为了推进机会平等，这并不是一个严肃的立场。
"{'id': 1605, 'name': 'Twitter'}",sama,没有“终点线”可以邮件或锻炼到死亡，这太,没有“终点线”可以邮件或锻炼到死亡，这太令人沮丧了。,https://twitter.com/sama/status/1632517098336563200,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-05T23:03:01Z,没有“终点线”可以邮件或锻炼到死亡，这太令人沮丧了。
"{'id': 1605, 'name': 'Twitter'}",sama,超级感激里德这些年来的支持、指导和友谊，,超级感激里德这些年来的支持、指导和友谊，期待未来更多的合作！,https://twitter.com/sama/status/1631733756808814592,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-03T19:10:18Z,超级感激里德这些年来的支持、指导和友谊，期待未来更多的合作！
"{'id': 1605, 'name': 'Twitter'}",sama,语言模型只是被编程试图预测下一个单词是正,语言模型只是被编程试图预测下一个单词是正确的，但它不是一些人想象的那么简单。动物...,https://twitter.com/sama/status/1631421715434831872,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-02T22:30:21Z,语言模型只是被编程试图预测下一个单词是正确的，但它不是一些人想象的那么简单。动物，包括我们，只是被编程试图生存和繁殖，然而令人惊叹的复杂和美丽的东西却从中产生了。
"{'id': 1605, 'name': 'Twitter'}",sama,关于人们写出子弹点，由ChatGPT扩展,关于人们写出子弹点，由ChatGPT扩展成一封礼貌的电子邮件，然后发出，并且发送...,https://twitter.com/sama/status/1631394688384270336,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-02T20:42:58Z,关于人们写出子弹点，由ChatGPT扩展成一封礼貌的电子邮件，然后发出，并且发送者利用ChatGPT将其简化为关键子弹点，这是非常奇怪的事情。
"{'id': 1605, 'name': 'Twitter'}",sama,2元每百万个代币🤯,2元每百万个代币🤯,https://twitter.com/sama/status/1631151073858813952,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-02T04:34:55Z,2元每百万个代币🤯
"{'id': 1605, 'name': 'Twitter'}",sama,我们经常不能一次就把它做对，但我们真的在,我们经常不能一次就把它做对，但我们真的在听取意见并尽快改进。非常感谢所有提供反馈...,https://twitter.com/sama/status/1631079520538333184,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-01T23:50:36Z,我们经常不能一次就把它做对，但我们真的在听取意见并尽快改进。非常感谢所有提供反馈和耐心等待的开发者，更多的改进即将到来！
"{'id': 1605, 'name': 'Twitter'}",sama,我们提交给OpenAI API的数据不会,我们提交给OpenAI API的数据不会用于训练，我们有一个新的30天保留政策，...,https://twitter.com/sama/status/1631002519311888385,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-01T18:44:37Z,我们提交给OpenAI API的数据不会用于训练，我们有一个新的30天保留政策，并且根据不同情况可以更灵活地处理。我们也取消了预发布审核，并且使我们的服务条款和使用政策更加友好。
"{'id': 1605, 'name': 'Twitter'}",sama,我们将我们最好的文本模型的价格降低了10,我们将我们最好的文本模型的价格降低了10倍！研究和工程团队长期以来的出色工作使这...,https://twitter.com/sama/status/1631001111594401793,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-03-01T18:39:02Z,我们将我们最好的文本模型的价格降低了10倍！研究和工程团队长期以来的出色工作使这一切成为可能。https://t.co/pEfajDmAwc
"{'id': 1605, 'name': 'Twitter'}",sama,很快就会开始实施的摩尔定律的新版本：宇宙,很快就会开始实施的摩尔定律的新版本：宇宙中的智能量每18个月翻一番。,https://twitter.com/sama/status/1629880171921563649,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-02-26T16:24:49Z,很快就会开始实施的摩尔定律的新版本：宇宙中的智能量每18个月翻一番。
"{'id': 1605, 'name': 'Twitter'}",sama,计划AGI及其以后：https://t.,计划AGI及其以后：https://t.co/7PBlNj9KAD,https://twitter.com/sama/status/1629212494072889349,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-02-24T20:11:42Z,计划AGI及其以后：https://t.co/7PBlNj9KAD
"{'id': 1605, 'name': 'Twitter'}",sama,正确理解科技史的方式不是四次独立的科技革,正确理解科技史的方式不是四次独立的科技革命，而是一次由理解能力和渴望驱动的大规模...,https://twitter.com/sama/status/1628951057215918081,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-02-24T02:52:51Z,正确理解科技史的方式不是四次独立的科技革命，而是一次由理解能力和渴望驱动的大规模持续革命。
"{'id': 1605, 'name': 'Twitter'}",sama,科学是当它运行时却不应该的时候，工程是当,科学是当它运行时却不应该的时候，工程是当它不运行但却应该的时候。,https://twitter.com/sama/status/1628137684203106310,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-02-21T21:00:47Z,科学是当它运行时却不应该的时候，工程是当它不运行但却应该的时候。
"{'id': 1605, 'name': 'Twitter'}",sama,写一个真正优秀的聊天机器人人格提示是一项,写一个真正优秀的聊天机器人人格提示是一项极具杠杆作用的技能，也是自然语言编程的一...,https://twitter.com/sama/status/1627796054040285184,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-02-20T22:23:16Z,写一个真正优秀的聊天机器人人格提示是一项极具杠杆作用的技能，也是自然语言编程的一个早期例子。
"{'id': 1605, 'name': 'Twitter'}",sama,如果你喜欢让计算机以前所未有的规模和难度,如果你喜欢让计算机以前所未有的规模和难度做出惊人的事情，请考虑加入OpenAI！...,https://twitter.com/sama/status/1627788594076319744,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-02-20T21:53:38Z,如果你喜欢让计算机以前所未有的规模和难度做出惊人的事情，请考虑加入OpenAI！伟大的工程师现在可以对AI的发展发挥更大的影响。
"{'id': 1605, 'name': 'Twitter'}",sama,随着AI工具深度整合，适应这个世界可能会,随着AI工具深度整合，适应这个世界可能会发生得很快，因为它带来的好处（和乐趣！）...,https://twitter.com/sama/status/1627110888321978368,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-02-19T01:00:40Z,随着AI工具深度整合，适应这个世界可能会发生得很快，因为它带来的好处（和乐趣！）太多了。
"{'id': 1605, 'name': 'Twitter'}",sama,我希望所有的代沟都能以宽容的态度对待前辈,我希望所有的代沟都能以宽容的态度对待前辈。人类深深的不完美。我们的祖辈做了可怕的...,https://twitter.com/sama/status/1627092485280505860,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-02-18T23:47:33Z,我希望所有的代沟都能以宽容的态度对待前辈。人类深深的不完美。我们的祖辈做了可怕的事情；我们的孙辈会明白我们做了一些我们现在还不清楚的可怕的事情。
"{'id': 1605, 'name': 'Twitter'}",sama,“出现并做些事情，然后做更多有效的事情”,“出现并做些事情，然后做更多有效的事情”是被低估的建议。,https://twitter.com/sama/status/1627082941229862915,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-02-18T23:09:37Z,“出现并做些事情，然后做更多有效的事情”是被低估的建议。
"{'id': 1605, 'name': 'Twitter'}",sama,每一个伟大的平台都能够创造出更伟大的平台,每一个伟大的平台都能够创造出更伟大的平台。,https://twitter.com/sama/status/1626814300726910976,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-02-18T05:22:08Z,每一个伟大的平台都能够创造出更伟大的平台。
"{'id': 1605, 'name': 'Twitter'}",sama,面对第2000天的局面，小组成员们拥有所,面对第2000天的局面，小组成员们拥有所有的动力；但要让他们像第一天一样，拥有同...,https://twitter.com/sama/status/1626286416585170945,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-02-16T18:24:31Z,面对第2000天的局面，小组成员们拥有所有的动力；但要让他们像第一天一样，拥有同样的热情，这是非常困难的，但一旦发生，将会有超强的力量！
"{'id': 1605, 'name': 'Twitter'}",sama,我们对关于人工智能系统如何行为的艰难问题,我们对关于人工智能系统如何行为的艰难问题的当前想法：1）更少的偏见默认值，2）在...,https://twitter.com/sama/status/1626284201485164544,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-02-16T18:15:43Z,我们对关于人工智能系统如何行为的艰难问题的当前想法：1）更少的偏见默认值，2）在非常宽泛的范围内提供大量的用户自定义，3）公众对边界和默认值的输入。
"{'id': 1605, 'name': 'Twitter'}",sama,我一直是一个好冰。,我一直是一个好冰。,https://twitter.com/sama/status/1626139061189771264,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-02-16T08:38:59Z,我一直是一个好冰。
"{'id': 1605, 'name': 'Twitter'}",sama,2023年：创建一个简单的iPhone应,2023年：创建一个简单的iPhone应用程序需要3万美元，管道工作需要300美...,https://twitter.com/sama/status/1625980933861175306,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-02-15T22:10:38Z,"2023年：创建一个简单的iPhone应用程序需要3万美元，管道工作需要300美元。

我想知道2028年这些相对价格会是什么样子！

认知工作和体力工作可能出现的可能差异可能非常显著。"
"{'id': 1605, 'name': 'Twitter'}",sama,给予员工股权或许是让初创公司发展的关键因,给予员工股权或许是让初创公司发展的关键因素。令我惊讶的是，有些国家却使这一点变得...,https://twitter.com/sama/status/1625521689030434818,https://pbs.twimg.com/profile_images/804990434455887872/BG0Xh7Oa_normal.jpg,2023-02-14T15:45:46Z,给予员工股权或许是让初创公司发展的关键因素。令我惊讶的是，有些国家却使这一点变得如此困难（有时甚至从经济上来说是不切实际的），却又想知道为什么他们没有更多成功的初创公司。
